2023/9/9 0:00,支付宝,高德地图打车,,-17.67
2023/9/9 0:00,支付宝,华信医院,,-25.4
2023/9/9 0:00,支付宝,华信医院,,-2.44
2023/9/9 0:00,支付宝,华信医院,,-195.13
2023/9/9 0:00,支付宝,来自黄佳妮,房租+医药费,2000
2023/9/8 0:00,支付宝,来自黄佳妮,2023年9月2日 星期六的还款,2000
2023/9/8 0:00,支付宝,华信医院,,-10.5
2023/9/8 0:00,支付宝,租借充电宝,,-7
2023/9/8 0:00,支付宝,华信医院,,-258.1
2023/9/8 0:00,支付宝,华信医院售货机-矿泉水,,-3.5
2023/9/8 0:00,支付宝,华信医院,,-2.04
2023/9/8 0:00,支付宝,华信医院,,-38.73
2023/9/8 0:00,支付宝,华信医院,CT,-445.84
2023/9/7 0:00,支付宝,哈喽单车,月租卡,-5.6
2023/9/7 0:00,支付宝,晚餐零食,,-26.32
2023/9/6 0:00,支付宝,钉钉群收款-连德才,,-15
2023/9/5 0:00,支付宝,理财收益-山西证券超短债券E,,0.45
2023/9/5 0:00,支付宝,钉钉群收款-连德才,,-15
2023/9/4 0:00,支付宝,理财收益-山西证券超短债券E,,0.57
2023/9/4 0:00,支付宝,钉钉群收款-连德才,,-15
2023/9/3 0:00,支付宝,理财收益-山西证券超短债券E,,0.59
2023/9/2 0:00,支付宝,理财收益-山西证券超短债券E,,0.59
2023/9/2 0:00,支付宝,转账-Nene,,-2000
2023/9/1 0:00,支付宝,理财收益-山西证券超短债券E,,0.66
2023/9/1 0:00,支付宝,钉钉群收款-连德才,,-15
2023/9/1 0:00,支付宝,平板吃鸡神器6指握把,,-108
2023/8/31 0:00,支付宝,理财收益-山西证券超短债券E,,11.93
2023/8/31 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/30 0:00,支付宝,理财收益-山西证券超短债券E,,6.31
2023/8/30 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/29 0:00,支付宝,理财收益-山西证券超短债券E,,-4.96
2023/8/29 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/28 0:00,支付宝,理财收益-山西证券超短债券E,,6.28
2023/8/28 0:00,支付宝,岩烧吐司夹心面包,,29.9
2023/8/28 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/27 0:00,支付宝,理财收益-山西证券超短债券E,,0.65
2023/8/26 0:00,支付宝,理财收益-山西证券超短债券E,,0.97
2023/8/25 0:00,支付宝,钉钉群收款-连德才,,-15
2023/8/24 0:00,支付宝,钉钉群收款-连德才,,-15
